1Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-06-27,Avengers: Infinity War,2018,https://boxd.it/1dDIKP,3.5,Yes,,2020-06-25
2020-07-06,The Devil's Advocate,1997,https://boxd.it/1eDAEt,2.5,,,2020-07-04
2020-07-13,Mr. & Mrs. Smith,2005,https://boxd.it/1foKNz,4,Yes,,2020-07-12
2020-07-16,High School Musical 3: Senior Year,2008,https://boxd.it/1fDAlF,3.5,Yes,,2020-07-14
2020-07-22,The Mexican,2001,https://boxd.it/1gjVu3,3,,,2020-07-20
2020-07-22,The Core,2003,https://boxd.it/1gjVZZ,2.5,Yes,,2020-07-21
2020-07-23,Silver Linings Playbook,2012,https://boxd.it/1gqf7F,4,,,2020-07-23
2020-07-29,Brokeback Mountain,2005,https://boxd.it/1h3Psd,4,,,2020-07-29
2020-07-30,Die Hard,1988,https://boxd.it/1h9B1p,4,,,2020-07-30
2020-08-02,The Grand Budapest Hotel,2014,https://boxd.it/1hnrbR,4.5,,,2020-08-01
2020-08-04,Secret Obsession,2019,https://boxd.it/1hCkOn,2,,,2020-08-02
2020-08-09,Jojo Rabbit,2019,https://boxd.it/1i9wVB,4.5,,,2020-08-08
2020-08-10,Top Gun,1986,https://boxd.it/1ifS3j,3,,,2020-08-09
2020-08-10,The Titan,2018,https://boxd.it/1ifSdD,0.5,,,2020-08-09
2020-08-12,Jurassic World,2015,https://boxd.it/1iqxWz,4,Yes,,2020-08-10
2020-08-12,Spirited Away,2001,https://boxd.it/1iqvXv,4,,,2020-08-11
2020-08-12,Inside Out,2015,https://boxd.it/1iqw05,3,,,2020-08-11
2020-08-13,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/1iA6U7,4,Yes,,2020-08-11
2020-08-13,Life As We Know It,2010,https://boxd.it/1iA79h,3.5,,,2020-08-12
2020-08-14,Baby Driver,2017,https://boxd.it/1iGapT,4.5,,,2020-08-13
2020-08-15,Color Out of Space,2019,https://boxd.it/1iIJ0t,2,,,2020-08-14
2020-08-15,Rafiki,2018,https://boxd.it/1iJ2mt,3,,,2020-08-14
2020-08-16,Axe: Music of a People,2017,https://boxd.it/1iRSAN,4,,,2020-08-15
2020-08-20,City Lights,1931,https://boxd.it/1jgg5n,4.5,,,2020-08-19
2020-08-21,The Sixth Sense,1999,https://boxd.it/1jq5Rb,4.5,,,2020-08-21
2020-08-25,Brooklyn,2015,https://boxd.it/1jPW5p,4,,,2020-08-24
2020-08-29,Speed 2: Cruise Control,1997,https://boxd.it/1kfcfb,2.5,,,2020-08-29
2020-08-30,American History X,1998,https://boxd.it/1kmy3F,5,Yes,,2020-08-30
2020-08-31,The Proposal,2009,https://boxd.it/1kuFmZ,4,Yes,,2020-08-31
2020-09-01,Ocean's Eight,2018,https://boxd.it/1kzC2H,3,,,2020-08-31
2020-09-02,Allegiant,2016,https://boxd.it/1kCs1b,2,Yes,,2020-09-01
2020-09-06,GoldenEye,1995,https://boxd.it/1l5p7t,3,,,2020-09-04
2020-09-06,Tomorrow Never Dies,1997,https://boxd.it/1l5pdB,3,,,2020-09-05
2020-09-08,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/1llZex,4,Yes,,2020-09-08
2020-09-10,Before Sunrise,1995,https://boxd.it/1lz4uh,4,,,2020-09-10
2020-09-15,Coach Carter,2005,https://boxd.it/1m0TDt,4,,,2020-09-11
2020-09-15,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/1m0U1P,,Yes,,2020-09-12
2020-09-15,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/1m0U53,4,Yes,,2020-09-14
2020-09-22,The Devil All the Time,2020,https://boxd.it/1mJHH9,3.5,,,2020-09-19
2020-09-22,Tomb Raider,2018,https://boxd.it/1mJHTz,3,,,2020-09-20
2020-09-22,The Apartment,1960,https://boxd.it/1mJI8J,4.5,,,2020-09-20
2020-09-24,Imagine That,2009,https://boxd.it/1mXbYF,3,,,2020-09-22
2020-09-24,Escape From Alcatraz,1979,https://boxd.it/1mXciF,2.5,Yes,,2020-09-23
2020-09-24,Forrest Gump,1994,https://boxd.it/1mXclf,5,Yes,,2020-09-23
2020-09-24,Submergence,2017,https://boxd.it/1mZASB,2.5,,,2020-09-24
2020-09-30,National Treasure,2004,https://boxd.it/1nxvVN,3,Yes,,2020-09-28
2020-10-01,Airplane!,1980,https://boxd.it/1nFglr,,,,2020-09-30
2020-10-11,Blue Jasmine,2013,https://boxd.it/1oIcAd,4,Yes,,2020-10-10
2020-10-12,Spider-Man,2002,https://boxd.it/1oRRat,4,Yes,,2020-10-11
2020-10-13,Wonder,2017,https://boxd.it/1p0pyl,4,,,2020-10-12
2020-10-14,Calendar Girls,2003,https://boxd.it/1p62kH,3.5,,,2020-10-14
2020-10-15,Hope Floats,1998,https://boxd.it/1pbDlx,3,,,2020-10-15
2020-10-18,War Dogs,2016,https://boxd.it/1pvF07,3.5,,,2020-10-17
2020-10-22,American Beauty,1999,https://boxd.it/1pVUBf,4.5,Yes,,2020-10-21
2020-10-24,All About My Mother,1999,https://boxd.it/1qa20p,5,,,2020-10-24
2020-10-26,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/1ql3Od,3.5,,,2020-10-24
2020-10-27,Talk to Her,2002,https://boxd.it/1qyELB,4,,,2020-10-26
2020-10-29,What Have I Done to Deserve This?,1984,https://boxd.it/1qHUuz,3.5,,,2020-10-27
2020-10-29,The Flower of My Secret,1995,https://boxd.it/1qM11H,4.5,,,2020-10-28
2020-10-31,Dark Habits,1983,https://boxd.it/1qWyZF,3,,,2020-10-29
2020-10-31,La Dolce Vita,1960,https://boxd.it/1qYKFB,3.5,,,2020-10-30
2020-10-31,High Heels,1991,https://boxd.it/1qZIw5,4,,,2020-10-30
2020-11-01,Us,2019,https://boxd.it/1r7ak1,2.5,,,2020-10-31
2020-11-01,Sex and the City,2008,https://boxd.it/1r8mmZ,3,Yes,,2020-10-31
2020-11-02,Mean Girls,2004,https://boxd.it/1ri4kr,3.5,Yes,,2020-11-01
2020-11-03,Law of Desire,1987,https://boxd.it/1rnIwd,4,,,2020-11-02
2020-11-03,Wild Strawberries,1957,https://boxd.it/1ro3ZZ,4.5,,,2020-11-02
2020-11-04,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/1ruqhj,4.5,,,2020-11-03
2020-11-05,The Equalizer,2014,https://boxd.it/1ryni7,3,,,2020-11-04
2020-11-05,Persona,1966,https://boxd.it/1rzT4D,,,,2020-11-04
2020-11-06,The Talented Mr. Ripley,1999,https://boxd.it/1rFJYD,4.5,,,2020-11-05
2020-11-08,The Longest Yard,2005,https://boxd.it/1rSD3d,2.5,,,2020-11-06
2020-11-10,The Curious Case of Benjamin Button,2008,https://boxd.it/1s5nFr,4,,,2020-11-09
2020-11-12,The Queen's Gambit,2020,https://boxd.it/1sdJPJ,5,,,2020-11-11
2020-11-16,Instant Family,2018,https://boxd.it/1sBECt,3.5,,,2020-11-15
2020-11-24,Freaky Friday,2003,https://boxd.it/1tu9Gf,3.5,Yes,,2020-11-20
2020-11-24,The Holiday,2006,https://boxd.it/1tu9Mx,4,Yes,,2020-11-21
2020-11-25,The Farewell,2019,https://boxd.it/1tAP4f,3.5,,,2020-11-24
2020-11-26,Easy A,2010,https://boxd.it/1tHrM7,3,Yes,,2020-11-26
2020-11-26,The Leisure Seeker,2017,https://boxd.it/1tI0tz,4.5,,,2020-11-26
2020-12-04,The Undoing,2020,https://boxd.it/1ux8yz,3.5,,,2020-11-29
2020-12-03,Kika,1993,https://boxd.it/1utpl5,3,,,2020-12-02
2020-12-03,The Hours,2002,https://boxd.it/1uu8Qn,4.5,,,2020-12-02
2020-12-04,The Shining,1980,https://boxd.it/1uzVf1,4.5,,,2020-12-03
2020-12-05,Gentlemen Prefer Blondes,1953,https://boxd.it/1uHJL1,3.5,,,2020-12-04
2020-12-06,Chicago,2002,https://boxd.it/1uKFnl,3.5,Yes,,2020-12-05
2020-12-07,Cléo from 5 to 7,1962,https://boxd.it/1v08R5,4,,,2020-12-06
2020-12-08,"Where'd You Go, Bernadette",2019,https://boxd.it/1v6mjj,4,,,2020-12-07
2020-12-08,Trumbo,2015,https://boxd.it/1v6VMP,3.5,,,2020-12-07
2020-12-09,Portrait of a Lady on Fire,2019,https://boxd.it/1vcdor,3,,,2020-12-08
2020-12-13,All About Steve,2009,https://boxd.it/1vBJVx,2.5,,,2020-12-12
2020-12-13,Parabola,1937,https://boxd.it/1vBQ1r,4,,,2020-12-12
2020-12-22,The Aviator,2004,https://boxd.it/1wEToN,4.5,,,2020-12-22
2020-12-27,Paradise Road,1997,https://boxd.it/1xi8nN,4,,,2020-12-26
2020-12-27,Logan,2017,https://boxd.it/1xrnfd,4.5,,,2020-12-27
2020-12-28,Annie Hall,1977,https://boxd.it/1xDAiX,4,,,2020-12-28
2020-12-29,John Wick,2014,https://boxd.it/1xO4IL,5,,,2020-12-29
2020-12-31,Focus,2015,https://boxd.it/1y7VSn,3,,,2020-12-30
2021-01-02,"Crazy, Stupid, Love.",2011,https://boxd.it/1yqYf7,4,,,2021-01-01
2021-01-04,The Invisible Man,2020,https://boxd.it/1yRywb,4,,,2021-01-03
2021-01-04,Reservoir Dogs,1992,https://boxd.it/1ySLzz,2.5,,,2021-01-03
2021-01-09,There Will Be Blood,2007,https://boxd.it/1zFHZL,5,,,2021-01-08
2021-01-12,The Devil Wears Prada,2006,https://boxd.it/1A7lwD,4,Yes,,2021-01-10
2021-01-12,Passengers,2016,https://boxd.it/1A7lKl,2.5,Yes,,2021-01-10
2021-01-12,Deadpool,2016,https://boxd.it/1A7mft,,,,2021-01-10
2021-01-12,BLACKPINK: Light Up the Sky,2020,https://boxd.it/1A7mPr,3,,,2021-01-11
2021-01-12,Eighth Grade,2018,https://boxd.it/1A9i83,3.5,,,2021-01-11
2021-01-16,The Prom,2020,https://boxd.it/1AMOtP,3,,,2021-01-15
2021-01-17,The Bodyguard,1992,https://boxd.it/1ASdyv,3.5,,,2021-01-16
2021-01-17,Stateless,2020,https://boxd.it/1ATzlZ,4.5,,,2021-01-16
2021-01-17,Song to Song,2017,https://boxd.it/1AVz7d,2.5,,,2021-01-16
2021-01-17,Double Dad,2021,https://boxd.it/1AXg6T,3.5,,,2021-01-16
2021-01-18,Platoon,1986,https://boxd.it/1B8rVZ,3.5,,,2021-01-17
2021-01-22,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/1BGLXp,4.5,,,2021-01-21
2021-01-23,The Rocky Horror Picture Show,1975,https://boxd.it/1BPBvN,4,,,2021-01-22
2021-01-25,Arrival,2016,https://boxd.it/1Cao13,4,Yes,,2021-01-24
2021-02-13,Madagascar,2005,https://boxd.it/1ELnGB,4,Yes,,2021-02-12
2021-02-21,Rio,2011,https://boxd.it/1FXSU3,3,Yes,,2021-02-20
2021-02-23,Me Before You,2016,https://boxd.it/1Gkrhf,3,,,2021-02-22
2021-02-28,News of the World,2020,https://boxd.it/1GWDvJ,4,,,2021-02-27
2021-03-01,For the Love of Jessee,2020,https://boxd.it/1H4xwR,1.5,,,2021-02-28
2021-03-01,The Only Living Boy in New York,2017,https://boxd.it/1H5JIR,3.5,,,2021-02-28
2021-03-01,The Devil's Mistress,2016,https://boxd.it/1H7kt7,3,,,2021-02-28
2021-03-03,Casino Royale,2006,https://boxd.it/1HlYJn,4.5,Yes,,2021-03-02
2021-03-07,Thelma & Louise,1991,https://boxd.it/1HVsUP,5,,,2021-03-06
2021-03-23,The Clearing,2004,https://boxd.it/1JZKBn,2.5,,,2021-03-22
2021-03-29,Pain and Glory,2019,https://boxd.it/1KT301,3,,,2021-03-28
2021-04-01,Little Miss Sunshine,2006,https://boxd.it/1LeULV,4,Yes,,2021-03-31
2021-04-04,Wild Tales,2014,https://boxd.it/1LK9gP,4,Yes,,2021-04-03
2021-04-06,The Man in the Iron Mask,1998,https://boxd.it/1M6UbL,2.5,,,2021-04-05
2021-04-07,Run,2020,https://boxd.it/1MbVth,3,,,2021-04-06
2021-04-08,Pulp Fiction,1994,https://boxd.it/1Ml4qp,4.5,Yes,,2021-04-07
2021-04-09,Mamma Mia! Here We Go Again,2018,https://boxd.it/1Mqh7F,2.5,Yes,,2021-04-08
2021-04-11,Alien,1979,https://boxd.it/1MDOPr,4,,,2021-04-09
2021-04-11,Jaws: The Revenge,1987,https://boxd.it/1MNtof,2,,,2021-04-10
2021-04-11,Bad Education,2004,https://boxd.it/1MNNfx,,,,2021-04-10
2021-04-14,The Terminator,1984,https://boxd.it/1NdykT,4,,,2021-04-13
2021-04-19,3 Days to Kill,2014,https://boxd.it/1NYFjd,2.5,,,2021-04-18
2021-04-23,Failure to Launch,2006,https://boxd.it/1Ov12R,3,,,2021-04-22
2021-04-27,Don Jon,2013,https://boxd.it/1P8pbh,3,,,2021-04-26
2021-04-29,Singin' in the Rain,1952,https://boxd.it/1PmJpL,4.5,,,2021-04-28
2021-05-01,My Octopus Teacher,2020,https://boxd.it/1PzgQz,3.5,,,2021-04-30
2021-05-01,Aliens,1986,https://boxd.it/1PBS1t,4.5,,,2021-04-30
2021-05-03,The Hunger Games: Catching Fire,2013,https://boxd.it/1PRo11,3.5,Yes,,2021-05-02
2021-05-03,Fargo,1996,https://boxd.it/1PSKwn,4,,,2021-05-02
2021-05-06,Sound of Metal,2019,https://boxd.it/1QjD6L,4.5,,,2021-05-05
2021-05-13,Unleashed,2017,https://boxd.it/1RdgHB,2.5,,,2021-05-12
2021-05-22,Police Academy,1984,https://boxd.it/1Srp91,3,,,2021-05-21
2021-05-23,Alien³,1992,https://boxd.it/1SAHR9,2,,,2021-05-22
2021-05-26,Inferno,2016,https://boxd.it/1T0Kpp,2,Yes,,2021-05-25
2021-05-27,"I, Tonya",2017,https://boxd.it/1T7ugF,3.5,Yes,,2021-05-26
2021-06-03,The Day Sports Stood Still,2021,https://boxd.it/1U66I3,3,,,2021-06-03
2021-06-03,Fake Famous,2021,https://boxd.it/1U6wUz,3,,,2021-06-03
2021-06-04,Life Is Beautiful,1997,https://boxd.it/1Uatsv,5,,,2021-06-03
2021-06-04,The Flower of My Secret,1995,https://boxd.it/1UbllN,4.5,Yes,,2021-06-03
2021-06-06,Emma.,2020,https://boxd.it/1Uruj9,3.5,,,2021-06-05
2021-06-06,Scott Pilgrim vs. the World,2010,https://boxd.it/1UsLhr,1.5,,,2021-06-05
2021-06-06,Miss Congeniality,2000,https://boxd.it/1UvDnn,3,Yes,,2021-06-05
2021-06-12,No Reservations,2007,https://boxd.it/1Vgbuf,2.5,,,2021-06-11
2021-06-13,Just My Luck,2006,https://boxd.it/1VjMr9,3,Yes,,2021-06-12
2021-06-13,Mamma Mia!,2008,https://boxd.it/1Vktpl,3.5,Yes,,2021-06-12
2021-06-14,Killers,2010,https://boxd.it/1Vw1Lx,1.5,,,2021-06-12
2021-06-14,Isn't It Romantic,2019,https://boxd.it/1Vw1Rb,3,,,2021-06-13
2021-06-14,Carnaval,2021,https://boxd.it/1Vw1ZT,1.5,,,2021-06-13
2021-06-14,Meet Joe Black,1998,https://boxd.it/1Vw2Nz,2.5,,,2021-06-13
2021-06-15,Ghosts of Girlfriends Past,2009,https://boxd.it/1VBOqt,3,,,2021-06-14
2021-06-15,"Master, a Building in Copacabana",2002,https://boxd.it/1VDgKj,4.5,,,2021-06-14
2021-06-16,The DUFF,2015,https://boxd.it/1VNFdf,3,,,2021-06-15
2021-06-20,Closer,2004,https://boxd.it/1WfSaJ,4,,,2021-06-19
2021-06-21,Red Light,2018,https://boxd.it/1WiNOb,4.5,,,2021-06-20
2021-06-23,Mike's New Car,2002,https://boxd.it/1WEY1N,3,,,2021-06-22
2021-06-23,Destino,2003,https://boxd.it/1WEY9H,4.5,,,2021-06-22
2021-06-23,Small Fry,2011,https://boxd.it/1WEYfl,4,,,2021-06-22
2021-06-23,Paperman,2012,https://boxd.it/1WEYmL,4,,,2021-06-22
2021-06-23,Party Central,2013,https://boxd.it/1WF1jP,3.5,,,2021-06-22
2021-06-27,Casablanca,1942,https://boxd.it/1X5ZYl,4.5,,,2021-06-26
2021-06-27,Citizen Kane,1941,https://boxd.it/1X7cJZ,3.5,,,2021-06-26
2021-06-27,A Trip to the Moon,1902,https://boxd.it/1X97gd,4,Yes,,2021-06-26
2021-06-28,Gone with the Wind,1939,https://boxd.it/1Xhze1,4.5,,,2021-06-27
2021-06-28,Zodiac,2007,https://boxd.it/1Xj2Ax,3.5,,,2021-06-27
2021-06-29,Death Becomes Her,1992,https://boxd.it/1XmQQh,2.5,,,2021-06-28
2021-06-29,Some Like It Hot,1959,https://boxd.it/1Xosn5,3.5,,,2021-06-28
2021-06-29,Raiders of the Lost Ark,1981,https://boxd.it/1XrGfZ,4,Yes,,2021-06-28
2021-06-29,Transporter 2,2005,https://boxd.it/1XrGD3,2,,,2021-06-28
2021-06-30,The Big Lebowski,1998,https://boxd.it/1Xu65F,4.5,,,2021-06-29
2021-06-30,A Clockwork Orange,1971,https://boxd.it/1XxTLV,5,,,2021-06-29
2021-07-01,Olive Kitteridge,2014,https://boxd.it/1XHq8Z,4.5,,,2021-06-30
2021-07-03,Space Jam,1996,https://boxd.it/1XS5qP,3,,,2021-07-02
2021-07-03,Practical Magic,1998,https://boxd.it/1XX9fr,3.5,,,2021-07-02
2021-07-06,True Grit,2010,https://boxd.it/1YrpLD,4.5,,,2021-07-05
2021-07-07,Auntie Edna,2018,https://boxd.it/1YtLZ7,4.5,,,2021-07-06
2021-07-07,Day & Night,2010,https://boxd.it/1YtM4L,5,,,2021-07-06
2021-07-10,Fantasia,1940,https://boxd.it/1YSWoV,4.5,,,2021-07-09
2021-07-10,Cinderella,2015,https://boxd.it/1YTGcL,3.5,,,2021-07-09
2021-07-11,Neighboring Sounds,2012,https://boxd.it/1ZaMJ1,3,,,2021-07-10
2021-07-12,"Monsters, Inc.",2001,https://boxd.it/1ZjkUN,5,Yes,,2021-07-11
2021-07-14,Holes,2003,https://boxd.it/1ZvOzT,3,,,2021-07-11
2021-07-13,Wonder Woman 1984,2020,https://boxd.it/1Zqjwp,4,,,2021-07-12
2021-07-15,Frankenstein,1910,https://boxd.it/1ZEMCT,,,,2021-07-14
2021-07-15,Dogtooth,2009,https://boxd.it/1ZHp2z,3.5,,,2021-07-14
2021-07-15,The Hunger Games: Mockingjay - Part 1,2014,https://boxd.it/1ZHpqh,,Yes,,2021-07-14
2021-07-18,Another Round,2020,https://boxd.it/20df5x,4,,,2021-07-17
2021-07-19,The Father,2020,https://boxd.it/20o6Pj,5,,,2021-07-18
2021-08-02,Larry Crowne,2011,https://boxd.it/22kGPf,3,,,2021-07-31
2021-08-02,Shrek,2001,https://boxd.it/22kHAP,4.5,Yes,,2021-07-31
2021-08-03,The Hunger Games: Mockingjay - Part 2,2015,https://boxd.it/22w3JL,4,Yes,,2021-08-02
2021-08-03,Erin Brockovich,2000,https://boxd.it/22yGeV,3.5,,,2021-08-02
2021-08-03,The Social Dilemma,2020,https://boxd.it/22yGuJ,4,,,2021-08-02
2021-08-09,Funny Face,1957,https://boxd.it/23rZ5t,3.5,,,2021-08-08
2021-08-09,Cruella,2021,https://boxd.it/23rZp9,4,,,2021-08-08
2021-08-15,Those Who Wish Me Dead,2021,https://boxd.it/24h7pN,3,,,2021-08-14
2021-08-18,The Cabinet of Dr. Caligari,1920,https://boxd.it/24Nd67,4.5,,,2021-08-18
2021-08-20,All About Eve,1950,https://boxd.it/251ZnN,4.5,,,2021-08-19
2021-08-21,Roman Holiday,1953,https://boxd.it/25birH,4,,,2021-08-20
2021-08-21,They Don't Wear Black Tie,1981,https://boxd.it/25bTrf,4.5,,,2021-08-20
2021-08-22,The Kid,1921,https://boxd.it/25jt4Z,4.5,,,2021-08-21
2021-08-23,Man with a Movie Camera,1929,https://boxd.it/25owrd,5,,,2021-08-22
2021-08-23,Crazy Rich Asians,2018,https://boxd.it/25qci5,4,,,2021-08-22
2021-08-23,The Good Liar,2019,https://boxd.it/25u0dl,2.5,,,2021-08-22
2021-08-23,Eyes Wide Shut,1999,https://boxd.it/25vQvN,4.5,,,2021-08-22
2021-08-24,Cinema Paradiso,1988,https://boxd.it/25Ddgb,4.5,,,2021-08-23
2021-08-25,The Dead Don't Die,2019,https://boxd.it/25L46R,4,,,2021-08-24
2021-08-25,Life,1999,https://boxd.it/25LYR5,4,,,2021-08-24
2021-08-27,Working Girl,1988,https://boxd.it/262H45,3,,,2021-08-26
2021-08-28,Volver,2006,https://boxd.it/26aCuj,4.5,,,2021-08-27
2021-08-31,Taste of Cherry,1997,https://boxd.it/26zuNx,4.5,,,2021-08-30
2021-09-01,Through the Olive Trees,1994,https://boxd.it/26Lruh,4,,,2021-08-31
2021-09-03,Django Unchained,2012,https://boxd.it/26X8sb,4.5,,,2021-09-02
2021-09-03,Uncut Gems,2019,https://boxd.it/26Yl7d,3.5,,,2021-09-02
2021-09-03,Black Widow,2021,https://boxd.it/26ZJ61,2,,,2021-09-02
2021-09-04,Star Wars,1977,https://boxd.it/273xvr,4,,,2021-09-03
2021-09-04,The Empire Strikes Back,1980,https://boxd.it/2764p1,4,,,2021-09-03
2021-09-07,My Sister's Keeper,2009,https://boxd.it/27DrlR,3.5,,,2021-09-06
2021-09-08,Moonlight,2016,https://boxd.it/27LI2t,4.5,,,2021-09-07
2021-09-11,Hairspray,2007,https://boxd.it/286EZ9,3,,,2021-09-10
2021-09-11,Midnight in Paris,2011,https://boxd.it/288sJH,4,Yes,,2021-09-10
2021-09-12,Hanna,2011,https://boxd.it/28iV31,3,,,2021-09-11
2021-09-18,The Mask,1994,https://boxd.it/295aFv,4,,,2021-09-16
2021-09-23,Acrimony,2018,https://boxd.it/29Lr9P,2.5,,,2021-09-22
2021-09-24,The Matrix,1999,https://boxd.it/29QAFl,4.5,Yes,,2021-09-23
2021-09-24,Second Act,2018,https://boxd.it/29SLUv,3,,,2021-09-23
2021-09-25,Quantum of Solace,2008,https://boxd.it/2a11Xh,3,,,2021-09-24
2021-09-28,Skyscraper,2018,https://boxd.it/2aq5t1,3.5,Yes,,2021-09-26
2021-09-30,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/2aCbLp,4,Yes,,2021-09-26
2021-09-28,Mamma Mia! Here We Go Again,2018,https://boxd.it/2aq5xx,2.5,Yes,,2021-09-27
2021-10-01,The Matrix Reloaded,2003,https://boxd.it/2aKPlH,4,Yes,,2021-09-30
2021-10-01,No Time to Die,2021,https://boxd.it/2aNwrR,2,,,2021-09-30
2021-10-03,The Matrix Revolutions,2003,https://boxd.it/2b3hkt,3,Yes,,2021-10-02
2021-10-03,Sicario,2015,https://boxd.it/2b4NBD,3.5,,,2021-10-02
2021-10-04,Fight Club,1999,https://boxd.it/2bfGql,4.5,Yes,,2021-10-03
2021-10-04,I May Destroy You,2020,https://boxd.it/2biyVr,4,,,2021-10-03
2021-10-05,Nightcrawler,2014,https://boxd.it/2bnsGF,4.5,,,2021-10-04
2021-10-06,The Virgin Suicides,1999,https://boxd.it/2bAr0f,4.5,,,2021-10-05
2021-10-08,Estômago: A Gastronomic Story,2007,https://boxd.it/2bQ6u1,4,,,2021-10-07
2021-10-10,The Witches of Eastwick,1987,https://boxd.it/2c9HdJ,3.5,,,2021-10-09
2021-10-13,Spider-Man 3,2007,https://boxd.it/2cESk9,3.5,Yes,,2021-10-12
2021-10-13,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/2cESqr,4,Yes,,2021-10-12
2021-10-14,Legally Blonde,2001,https://boxd.it/2cNGxX,3.5,Yes,,2021-10-13
2021-10-14,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/2cNGFH,4,Yes,,2021-10-13
2021-10-16,To Rome with Love,2012,https://boxd.it/2d6aH5,3.5,,,2021-10-15
2021-10-26,Squid Game,2021,https://boxd.it/2eHDP1,4,,,2021-10-24
2021-10-28,The Missing,2003,https://boxd.it/2eXcQX,3,,,2021-10-27
2021-10-31,National Treasure: Book of Secrets,2007,https://boxd.it/2fqdGR,3,Yes,,2021-10-30
2021-10-31,Roald Dahl's The Witches,2020,https://boxd.it/2fqdSN,2.5,,,2021-10-30
2021-10-31,Reminiscence,2021,https://boxd.it/2fqegb,3.5,,,2021-10-30
2021-11-02,Toy Story,1995,https://boxd.it/2fOGS1,4,Yes,,2021-11-01
2021-11-02,Toy Story 2,1999,https://boxd.it/2fQdIZ,4.5,Yes,,2021-11-01
2021-11-06,We Need to Talk About Kevin,2011,https://boxd.it/2grfMD,4,Yes,,2021-11-05
2021-11-08,Premonition,2007,https://boxd.it/2gMgWh,3,,,2021-11-07
2021-11-08,The Guilty,2021,https://boxd.it/2gMilH,2.5,,,2021-11-07
2021-11-12,The Billion Dollar Code,2021,https://boxd.it/2hirM7,4,,,2021-11-11
2021-11-15,Tenet,2020,https://boxd.it/2hN7Ct,2.5,,,2021-11-14
2021-11-15,My Mom is a Character 3,2019,https://boxd.it/2hWQGN,3.5,Yes,,2021-11-14
2021-11-18,Inception,2010,https://boxd.it/2igVpR,4,Yes,,2021-11-17
2021-11-20,The Nanny Diaries,2007,https://boxd.it/2iEHkL,4,,,2021-11-20
2021-11-22,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/2iXU0R,4,Yes,,2021-11-21
2021-11-25,Dune,2021,https://boxd.it/2jnbIL,3.5,,,2021-11-24
2021-11-28,Good Bye Lenin!,2003,https://boxd.it/2jS9r1,4,,,2021-11-27
2021-11-30,The Social Network,2010,https://boxd.it/2kab7D,4.5,,,2021-11-29
2021-11-30,Before Sunset,2004,https://boxd.it/2kaOG3,4.5,,,2021-11-29
2021-12-01,Blade Runner,1982,https://boxd.it/2khD9B,4.5,,,2021-11-30
2021-12-02,Full Metal Jacket,1987,https://boxd.it/2ksInF,,,,2021-11-30
2021-12-02,Capybara Walking,1887,https://boxd.it/2kryHN,5,,,2021-12-01
2021-12-02,Autumn Sonata,1978,https://boxd.it/2ksC93,5,,,2021-12-01
2021-12-02,Nomadland,2020,https://boxd.it/2ktvfb,4,,,2021-12-01
2021-12-07,Venom,2018,https://boxd.it/2laVuH,3,,,2021-12-06
2021-12-07,The Interpreter,2005,https://boxd.it/2laVHr,3.5,,,2021-12-06
2021-12-07,Drive,2011,https://boxd.it/2lceXF,3.5,,,2021-12-06
2021-12-08,Alice in Wonderland,1951,https://boxd.it/2lhEcP,4,,,2021-12-06
2021-12-08,Love & Other Drugs,2010,https://boxd.it/2lhEhl,4,,,2021-12-07
2021-12-08,Lilo & Stitch,2002,https://boxd.it/2ljByn,3.5,Yes,,2021-12-07
2021-12-16,Mad Max: Fury Road,2015,https://boxd.it/2ms5eH,4,,,2021-12-12
2021-12-16,The Fate of the Furious,2017,https://boxd.it/2ms5jd,2.5,,,2021-12-13
2021-12-26,Don't Look Up,2021,https://boxd.it/2oAn4J,2.5,,,2021-12-25
2021-12-27,Red Notice,2021,https://boxd.it/2oMmcB,2.5,,,2021-12-26
2021-12-27,"tick, tick...BOOM!",2021,https://boxd.it/2oMoax,4,,,2021-12-26
2021-12-27,Inside Man,2006,https://boxd.it/2oP2s1,4.5,,,2021-12-26
2021-12-27,The Avengers,2012,https://boxd.it/2oRbqd,3.5,Yes,,2021-12-26
2021-12-28,Spider-Man: No Way Home,2021,https://boxd.it/2p89xF,4.5,,,2021-12-27
2021-12-29,Iron Man 3,2013,https://boxd.it/2plYut,3,Yes,,2021-12-28
2021-12-29,Certified Copy,2010,https://boxd.it/2pnzQD,3.5,,,2021-12-28
2021-12-30,The Matrix Resurrections,2021,https://boxd.it/2pD9Qp,1,,,2021-12-29
2021-12-30,The Lizzie McGuire Movie,2003,https://boxd.it/2pEEbz,3.5,Yes,,2021-12-29
